transaction_id,product_category,sub_category,brand_tier,customer_segment,customer_region,channel,day_of_week,season,payment_method,device_type,base_price,competitor_price,discount_pct,units_sold,marketing_spend,customer_rating,review_count,return_rate,inventory_days,page_views,shipping_cost,wishlist_adds,repeat_purchase,is_featured,flash_sale,revenue_usd
TXN-0009471,Home & Garden,Furniture,Mid-Range,VIP,Africa,Organic Search,Saturday,Fall,Credit Card,Mobile,78.43,,0.0,3,,4.4,48.0,0.192,20,,22.99,2.0,1,1,0,245.73
TXN-0009472,Sports,Water Sports,Mid-Range,Loyal,Middle East,Referral,Thursday,Fall,Debit Card,Desktop,74.52,89.15,0.0,4,599.28,3.7,13.0,0.083,46,,39.14,1.0,1,1,0,340.93
TXN-0009473,Home & Garden,Lighting,Mid-Range,VIP,Latin America,Organic Search,Friday,Summer,Credit Card,Desktop,79.25,97.49,0.0,2,141.91,2.9,0.0,0.135,17,179.0,21.63,4.0,1,0,0,167.99
TXN-0009474,Books,Non-Fiction,Mid-Range,VIP,South Asia,Organic Search,Tuesday,Winter,Credit Card,Desktop,22.38,25.54,1.0,3,506.94,3.5,0.0,0.01,7,113.0,12.98,,1,0,0,130.24
TXN-0009475,Books,Self-Help,Mid-Range,VIP,North America,Organic Search,Monday,Summer,Debit Card,Desktop,15.88,6.58,8.6,1,29.69,3.6,0.0,0.054,25,26.0,7.85,6.0,1,0,0,29.24
TXN-0009476,Home & Garden,Lighting,Budget,Returning,Asia Pacific,Direct,Monday,Summer,PayPal,Tablet,32.86,43.98,0.0,7,192.33,3.7,,0.106,11,523.0,19.77,,0,0,0,220.13
TXN-0009477,Fashion,Women Clothing,Mid-Range,Returning,North America,Email,Friday,Summer,Credit Card,Mobile,51.85,63.75,4.7,9,0.0,4.1,50.0,0.148,61,590.0,5.63,1.0,0,0,0,456.8
TXN-0009478,Fashion,Bags,Premium,New,Asia Pacific,Affiliate,Thursday,Spring,Debit Card,Mobile,104.67,78.08,0.0,3,0.0,4.3,0.0,0.04,47,91.0,10.16,4.0,0,0,0,342.7
TXN-0009479,Electronics,Smart Home,Budget,VIP,North America,Social Media,Sunday,Fall,Buy Now Pay Later,Mobile,141.36,158.36,0.0,6,0.0,4.5,0.0,0.007,29,118.0,10.25,3.0,1,1,0,848.67
TXN-0009480,Home & Garden,Kitchen,Budget,Loyal,North America,Email,Friday,Winter,Debit Card,Mobile,65.77,80.47,4.0,1,,,18.0,0.088,39,184.0,12.32,4.0,1,0,0,93.55
TXN-0009481,Sports,Water Sports,Mid-Range,Returning,Middle East,Organic Search,Friday,Fall,Bank Transfer,Mobile,71.36,65.95,13.3,5,46.25,3.7,5.0,0.055,52,194.0,9.5,4.0,0,0,0,308.3
TXN-0009482,Automotive,Performance,Mid-Range,New,Asia Pacific,Organic Search,Tuesday,Spring,Buy Now Pay Later,Mobile,140.72,154.82,11.1,3,0.0,3.1,0.0,,22,63.0,10.62,2.0,0,0,0,394.59
TXN-0009483,Food & Grocery,Organic,Luxury,Returning,Asia Pacific,Direct,Friday,Summer,Debit Card,Desktop,120.94,146.77,16.9,5,331.56,4.1,0.0,0.004,70,102.0,12.0,1.0,0,0,0,540.76
TXN-0009484,Automotive,Tools,Budget,Churned,Middle East,Organic Search,Saturday,Spring,Bank Transfer,Mobile,44.64,46.74,0.0,5,0.0,4.6,1.0,0.174,28,221.0,28.86,6.0,0,0,0,220.66
TXN-0009485,Beauty,Skincare,Budget,Returning,South Asia,Direct,Thursday,Winter,Credit Card,Mobile,17.88,20.77,16.1,9,0.0,3.6,0.0,0.103,16,255.0,6.44,8.0,0,1,0,140.9
TXN-0009486,Books,Fiction,Mid-Range,Churned,Asia Pacific,Paid Search,Wednesday,Summer,Crypto,Desktop,19.09,12.78,0.0,2,156.09,4.6,13.0,,66,232.0,15.88,5.0,0,0,1,133.18
TXN-0009487,Beauty,Fragrance,Budget,New,Asia Pacific,Affiliate,Sunday,Fall,Debit Card,Desktop,20.69,18.58,0.0,5,0.0,,27.0,0.165,28,313.0,16.12,3.0,0,0,0,96.29
TXN-0009488,Sports,Outdoor,Luxury,Returning,Africa,Social Media,Sunday,Winter,Credit Card,Mobile,286.28,299.63,9.7,3,0.0,,17.0,0.076,5,255.0,15.51,5.0,0,0,1,1428.88
TXN-0009489,Home & Garden,Bedding,Premium,Loyal,Europe,Email,Friday,Summer,Debit Card,Tablet,189.39,199.24,0.0,5,0.0,2.9,,0.197,34,952.0,19.71,2.0,1,0,0,1039.65
TXN-0009490,Beauty,Personal Care,Luxury,Returning,North America,Affiliate,Thursday,Spring,Crypto,Desktop,398.6,351.36,2.4,6,308.73,4.8,0.0,,51,92.0,6.2,2.0,0,1,0,2393.38
TXN-0009491,Beauty,Personal Care,Budget,Returning,North America,Affiliate,Friday,Summer,Debit Card,Mobile,29.72,32.45,0.0,5,129.58,4.3,13.0,0.077,20,624.0,18.95,3.0,0,0,1,220.01
TXN-0009492,Electronics,Laptops,Budget,Returning,North America,Social Media,Saturday,Spring,Credit Card,Mobile,113.97,,35.3,9,,3.5,0.0,0.048,40,12.0,4.6,1.0,0,1,0,662.61
TXN-0009493,Home & Garden,Kitchen,Mid-Range,Churned,Europe,Organic Search,Saturday,Fall,Buy Now Pay Later,Desktop,70.49,70.52,7.8,5,303.59,3.1,67.0,0.085,38,575.0,7.77,2.0,0,0,0,365.65
TXN-0009494,Beauty,Fragrance,Mid-Range,Loyal,Asia Pacific,Direct,Wednesday,Summer,Buy Now Pay Later,Mobile,60.48,,12.1,4,662.02,4.6,1.0,0.246,19,131.0,15.02,3.0,1,0,0,267.63
TXN-0009495,Sports,Water Sports,Budget,New,Asia Pacific,Paid Search,Friday,Winter,Debit Card,Mobile,39.22,34.85,3.5,6,0.0,4.3,18.0,0.262,6,196.0,9.2,3.0,0,0,0,232.6
TXN-0009496,Home & Garden,Bedding,Luxury,Loyal,Latin America,Social Media,Friday,Summer,PayPal,Desktop,509.44,,4.4,7,0.0,4.1,0.0,0.009,41,17.0,24.49,2.0,1,0,0,3376.74
TXN-0009497,Fashion,Women Clothing,Mid-Range,Loyal,Europe,Direct,Monday,Winter,Debit Card,Mobile,40.71,47.32,1.0,2,0.0,4.0,9.0,0.032,28,115.0,7.68,1.0,1,1,0,117.27
TXN-0009498,Automotive,Performance,Mid-Range,Returning,North America,Email,Friday,Summer,Debit Card,Mobile,108.11,119.83,0.0,10,516.68,4.8,15.0,0.24,26,214.0,8.15,,0,0,0,1125.3
TXN-0009499,Home & Garden,Furniture,Budget,Returning,Africa,Direct,Sunday,Winter,Debit Card,Tablet,36.48,51.84,0.0,5,88.17,4.5,0.0,0.018,17,114.0,23.19,3.0,0,1,0,173.41
TXN-0009500,Fashion,Footwear,Luxury,Returning,North America,Referral,Thursday,Fall,Credit Card,Desktop,319.15,310.79,24.6,3,315.96,4.8,0.0,0.076,3,158.0,5.23,3.0,0,0,0,759.48
TXN-0009501,Fashion,Bags,Budget,VIP,Europe,Direct,Wednesday,Summer,Credit Card,Mobile,28.77,25.72,1.0,8,0.0,4.3,29.0,0.304,5,1305.0,14.21,3.0,1,1,0,245.92
TXN-0009502,Automotive,Interior,Premium,Returning,Latin America,Organic Search,Monday,Spring,PayPal,Mobile,356.76,,1.0,20,0.0,,41.0,0.025,54,874.0,16.06,4.0,0,0,0,7002.25
TXN-0009503,Books,Children,Premium,Loyal,Europe,Direct,Monday,Summer,Debit Card,Desktop,54.53,51.95,0.0,6,0.0,3.3,12.0,,19,832.0,9.28,6.0,1,0,0,337.11
TXN-0009504,Books,Comics,Mid-Range,New,North America,Direct,Thursday,Winter,Debit Card,Tablet,32.31,,0.0,5,0.0,4.5,,0.037,35,288.0,14.01,1.0,0,0,0,162.81
TXN-0009505,Electronics,Laptops,Mid-Range,VIP,North America,Organic Search,Wednesday,Summer,Credit Card,Mobile,432.39,417.93,0.0,5,0.0,4.1,,0.082,18,166.0,5.51,1.0,1,0,0,2192.01
TXN-0009506,Fashion,Women Clothing,Mid-Range,Loyal,Asia Pacific,Organic Search,Sunday,Winter,Credit Card,Desktop,45.81,42.14,0.0,4,0.0,4.5,70.0,0.155,42,881.0,19.42,3.0,1,1,0,177.49
TXN-0009507,Fashion,Bags,Mid-Range,New,Asia Pacific,Organic Search,Saturday,Fall,Credit Card,Mobile,53.38,73.6,0.0,1,0.0,4.5,0.0,0.262,63,,10.8,5.0,0,1,0,90.4
TXN-0009508,Home & Garden,Lighting,Mid-Range,Churned,Europe,Paid Search,Friday,Fall,PayPal,Mobile,83.31,91.08,0.0,5,0.0,3.9,5.0,0.131,31,49.0,12.53,5.0,0,1,0,405.18
TXN-0009509,Electronics,Wearables,Budget,New,Africa,Affiliate,Wednesday,Winter,PayPal,Mobile,202.34,214.28,34.7,5,0.0,4.0,18.0,0.032,25,,29.64,1.0,0,0,0,631.2
TXN-0009510,Electronics,Cameras,Premium,New,North America,Paid Search,Tuesday,Summer,Buy Now Pay Later,Desktop,891.84,911.52,12.3,6,589.73,,26.0,0.047,60,608.0,6.68,1.0,0,0,1,6690.37
TXN-0009511,Fashion,Men Clothing,Premium,Returning,Africa,Paid Search,Monday,Winter,PayPal,Desktop,128.27,,12.1,6,197.08,4.5,30.0,0.194,16,458.0,26.42,3.0,0,0,0,667.41
TXN-0009512,Beauty,Personal Care,Mid-Range,Returning,North America,Organic Search,Saturday,Spring,Credit Card,Mobile,61.12,56.95,0.0,1,0.0,4.9,12.0,0.107,15,211.0,6.58,1.0,0,0,0,105.73
TXN-0009513,Fashion,Bags,Mid-Range,Returning,North America,Organic Search,Friday,Fall,Debit Card,Mobile,86.64,,11.7,3,252.62,3.6,10.0,0.054,46,103.0,10.67,,0,0,0,262.76
TXN-0009514,Electronics,Laptops,Mid-Range,New,Asia Pacific,Email,Saturday,Fall,Buy Now Pay Later,Desktop,172.45,196.14,1.1,10,95.4,4.9,38.0,0.081,21,329.0,23.53,4.0,0,0,0,1661.91
TXN-0009515,Food & Grocery,Snacks,Mid-Range,Returning,Asia Pacific,Paid Search,Sunday,Winter,Credit Card,Mobile,21.01,29.0,3.6,14,0.0,4.4,0.0,0.086,24,349.0,19.11,5.0,0,0,0,253.99
TXN-0009516,Electronics,Tablets,Budget,New,North America,Email,Tuesday,Spring,Buy Now Pay Later,Desktop,182.22,,4.9,8,188.57,3.4,0.0,,56,65.0,7.49,2.0,0,1,0,1439.64
TXN-0009517,Electronics,Wearables,Luxury,Loyal,North America,Email,Friday,Fall,Credit Card,Mobile,1631.42,1769.56,0.0,9,395.17,3.1,,0.11,17,87.0,9.94,7.0,1,0,0,14718.94
TXN-0009518,Electronics,Headphones,Mid-Range,Returning,Asia Pacific,Organic Search,Friday,Fall,Debit Card,Desktop,309.26,250.71,21.2,16,126.67,4.8,17.0,0.086,80,256.0,18.24,4.0,0,0,0,3857.89
TXN-0009519,Beauty,Fragrance,Mid-Range,Returning,Asia Pacific,Organic Search,Sunday,Summer,Credit Card,Mobile,63.11,67.47,0.0,3,0.0,3.5,,0.202,42,360.0,18.38,2.0,0,0,0,197.42
TXN-0009520,Toys,Action Figures,Budget,VIP,Middle East,Social Media,Sunday,Fall,Credit Card,Desktop,11.85,3.37,6.6,11,68.14,3.6,0.0,0.015,18,10.0,14.5,4.0,1,0,1,129.53
TXN-0009521,Jewelry,Bracelets,Budget,VIP,North America,Organic Search,Sunday,Winter,Credit Card,Desktop,127.61,132.46,0.0,5,0.0,4.5,11.0,0.153,46,274.0,11.89,5.0,1,0,0,654.45
TXN-0009522,Books,Non-Fiction,Premium,New,North America,Social Media,Wednesday,Spring,PayPal,Mobile,31.79,,6.3,5,72.0,4.5,0.0,0.114,46,31.0,6.67,2.0,0,1,0,154.75
TXN-0009523,Fashion,Bags,Budget,Returning,North America,Organic Search,Thursday,Summer,Credit Card,Desktop,34.74,35.89,0.0,3,0.0,3.6,34.0,,18,464.0,7.99,2.0,0,0,0,124.62
TXN-0009524,Automotive,Tools,Luxury,New,Asia Pacific,Paid Search,Saturday,Fall,PayPal,Mobile,940.28,757.09,3.7,4,315.45,3.2,21.0,0.241,13,268.0,20.37,1.0,0,0,0,3645.01
TXN-0009525,Toys,Board Games,Mid-Range,Loyal,Middle East,Paid Search,Tuesday,Spring,Debit Card,Desktop,36.26,45.2,12.6,3,90.91,4.4,0.0,0.116,18,224.0,30.34,1.0,1,0,0,89.06
TXN-0009526,Fashion,Accessories,Premium,VIP,North America,Social Media,Sunday,Fall,Credit Card,Mobile,118.23,,7.2,2,0.0,4.8,20.0,0.083,57,363.0,7.65,4.0,1,0,0,237.16
TXN-0009527,Sports,Outdoor,Mid-Range,Loyal,Europe,Social Media,Thursday,Winter,Credit Card,Desktop,72.91,78.07,1.0,6,76.04,,13.0,0.011,22,232.0,15.38,5.0,1,0,0,445.56
TXN-0009528,Fashion,Women Clothing,Budget,Loyal,Asia Pacific,Organic Search,Friday,Summer,Buy Now Pay Later,Desktop,24.1,32.56,0.0,1,0.0,4.3,40.0,0.275,50,423.0,17.2,1.0,1,1,0,36.55
TXN-0009529,Fashion,Footwear,Mid-Range,Returning,Asia Pacific,Direct,Saturday,Fall,Debit Card,Desktop,51.35,55.75,15.4,18,0.0,,32.0,,21,928.0,12.95,3.0,0,0,0,727.97
TXN-0009530,Beauty,Makeup,Mid-Range,VIP,Latin America,Organic Search,Monday,Fall,Debit Card,Mobile,50.76,53.29,0.0,1,0.0,4.1,0.0,0.107,26,68.0,18.72,3.0,1,0,0,73.57
TXN-0009531,Sports,Cycling,Mid-Range,VIP,Europe,Organic Search,Tuesday,Winter,Credit Card,Mobile,65.89,62.91,0.0,8,0.0,3.7,0.0,0.028,46,10.0,14.91,3.0,1,0,0,502.48
TXN-0009532,Food & Grocery,Supplements,Budget,New,Europe,Marketplace,Monday,Winter,Buy Now Pay Later,Desktop,17.22,28.52,2.2,9,0.0,4.1,9.0,0.075,29,175.0,9.11,1.0,0,1,0,139.1
TXN-0009533,Food & Grocery,Snacks,Mid-Range,Returning,North America,Social Media,Saturday,Fall,Bank Transfer,Desktop,15.64,22.26,9.1,2,261.26,4.7,0.0,,75,13.0,3.21,1.0,0,0,0,96.41
TXN-0009534,Home & Garden,Kitchen,Luxury,Loyal,Europe,Direct,Sunday,Summer,PayPal,Desktop,482.87,522.4,16.3,3,193.62,3.8,0.0,0.255,51,,10.23,4.0,1,0,0,1231.41
TXN-0009535,Electronics,Cameras,Mid-Range,Loyal,Europe,Organic Search,Saturday,Fall,Bank Transfer,Mobile,276.12,273.99,0.0,7,,3.9,0.0,0.186,5,267.0,22.79,2.0,1,0,0,1926.47
TXN-0009536,Automotive,Interior,Mid-Range,VIP,North America,Affiliate,Friday,Spring,Buy Now Pay Later,Mobile,140.83,154.17,0.0,3,0.0,2.9,30.0,0.055,33,331.0,8.3,4.0,1,0,0,424.19
TXN-0009537,Fashion,Accessories,Mid-Range,Loyal,North America,Organic Search,Friday,Fall,Buy Now Pay Later,Mobile,77.31,78.7,18.4,12,0.0,5.0,4.0,,12,57.0,4.34,1.0,1,1,0,772.4
TXN-0009538,Sports,Water Sports,Mid-Range,Loyal,Europe,Direct,Wednesday,Spring,PayPal,Mobile,60.51,66.97,16.6,6,0.0,3.6,0.0,0.28,56,318.0,8.63,4.0,1,0,0,303.46
TXN-0009539,Automotive,Electronics,Budget,New,North America,Social Media,Friday,Fall,Debit Card,Mobile,68.91,67.68,2.6,10,0.0,4.8,1.0,0.183,36,42.0,5.07,6.0,0,0,0,665.51
TXN-0009540,Beauty,Skincare,Premium,Loyal,Asia Pacific,Paid Search,Wednesday,Spring,Debit Card,Mobile,85.2,99.45,0.0,1,0.0,4.3,26.0,0.018,78,248.0,15.55,4.0,1,0,0,88.75
TXN-0009541,Books,Comics,Mid-Range,Returning,Africa,Paid Search,Saturday,Winter,Debit Card,Mobile,14.62,17.15,8.2,17,0.0,4.0,79.0,0.028,14,757.0,24.45,3.0,0,0,0,132.75
TXN-0009542,Fashion,Bags,Budget,Loyal,Latin America,Email,Wednesday,Winter,Credit Card,Tablet,30.16,29.94,0.0,10,0.0,4.9,4.0,0.183,21,492.0,25.52,5.0,1,0,0,233.02
TXN-0009543,Food & Grocery,Pantry,Mid-Range,Churned,Latin America,Email,Wednesday,Winter,PayPal,Tablet,62.95,78.13,8.4,5,577.82,,30.0,0.092,32,263.0,26.56,4.0,0,0,0,372.48
TXN-0009544,Books,Fiction,Mid-Range,Churned,North America,Direct,Tuesday,Winter,Bank Transfer,Desktop,11.34,15.65,16.6,5,0.0,4.5,49.0,0.004,44,487.0,10.22,4.0,0,0,0,59.33
TXN-0009545,Sports,Team Sports,Luxury,New,South Asia,Email,Sunday,Spring,PayPal,Desktop,365.33,439.2,3.4,6,0.0,3.5,34.0,0.072,92,390.0,16.75,5.0,0,1,0,2114.48
TXN-0009546,Jewelry,Bracelets,Mid-Range,New,South Asia,Organic Search,Friday,Fall,Debit Card,Tablet,287.12,341.54,0.0,6,0.0,4.1,9.0,0.031,42,107.0,11.29,4.0,0,0,0,1734.84
TXN-0009547,Toys,Educational,Budget,Churned,Asia Pacific,Organic Search,Tuesday,Summer,Credit Card,Desktop,22.13,22.18,0.0,11,0.0,4.8,,0.25,17,254.0,10.04,3.0,0,0,1,287.21
TXN-0009548,Sports,Water Sports,Budget,Loyal,North America,Paid Search,Monday,Fall,Debit Card,Desktop,29.48,25.85,2.0,13,690.92,4.7,0.0,0.514,10,281.0,12.51,3.0,1,0,0,416.93
TXN-0009549,Sports,Outdoor,Mid-Range,Loyal,North America,Email,Friday,Fall,Debit Card,Desktop,63.13,65.58,0.0,7,0.0,4.9,36.0,0.085,22,295.0,9.63,4.0,1,1,0,500.38
TXN-0009550,Automotive,Electronics,Mid-Range,Returning,Asia Pacific,Organic Search,Friday,Fall,Bank Transfer,Desktop,162.73,181.59,33.6,3,0.0,3.9,0.0,0.011,31,66.0,13.52,0.0,0,0,0,319.03
TXN-0009551,Beauty,Haircare,Premium,Loyal,South Asia,Paid Search,Tuesday,Summer,PayPal,Desktop,150.1,132.01,11.1,3,368.85,4.4,4.0,0.13,26,201.0,13.01,3.0,1,1,0,450.27
TXN-0009552,Sports,Cycling,Premium,New,Asia Pacific,Referral,Thursday,Spring,PayPal,Desktop,157.56,129.04,0.0,4,561.18,,22.0,0.108,66,230.0,24.64,2.0,0,0,0,688.76
TXN-0009553,Electronics,Cameras,Mid-Range,New,Europe,Marketplace,Sunday,Summer,Debit Card,Desktop,217.13,222.79,1.0,10,275.31,4.8,36.0,0.125,45,784.0,9.57,4.0,0,0,0,2196.07
TXN-0009554,Sports,Yoga,Mid-Range,Returning,North America,Organic Search,Wednesday,Fall,Credit Card,Mobile,75.9,88.96,12.6,10,477.16,,22.0,0.194,25,193.0,11.41,0.0,0,0,1,844.67
TXN-0009555,Sports,Yoga,Mid-Range,Returning,North America,Social Media,Tuesday,Winter,Debit Card,Desktop,57.56,72.74,4.3,3,130.78,3.9,16.0,0.169,36,259.0,9.64,2.0,0,0,0,185.43
TXN-0009556,Beauty,Personal Care,Mid-Range,Loyal,Latin America,Paid Search,Friday,Spring,Credit Card,Mobile,33.8,21.51,28.0,13,0.0,4.7,0.0,0.008,39,,37.88,2.0,1,0,1,254.19
TXN-0009557,Home & Garden,Garden Tools,Mid-Range,Returning,Asia Pacific,Organic Search,Sunday,Spring,Credit Card,Mobile,57.92,75.53,3.3,4,0.0,4.3,9.0,0.06,12,351.0,14.17,6.0,0,0,1,360.73
TXN-0009558,Electronics,Cameras,Luxury,VIP,Africa,Email,Sunday,Fall,PayPal,Mobile,1366.61,1237.23,1.9,13,206.8,4.9,0.0,0.056,30,279.0,23.95,2.0,1,0,0,17375.67
TXN-0009559,Sports,Water Sports,Budget,Returning,South Asia,Organic Search,Sunday,Spring,Debit Card,Mobile,34.98,32.57,8.7,4,189.06,4.9,36.0,0.092,19,796.0,17.03,2.0,0,0,0,148.15
TXN-0009560,Sports,Water Sports,Budget,Returning,Europe,Affiliate,Sunday,Winter,Buy Now Pay Later,Desktop,21.19,17.61,0.0,7,,3.4,,0.068,44,357.0,12.34,4.0,0,1,0,188.74
TXN-0009561,Electronics,Wearables,Mid-Range,VIP,North America,Organic Search,Tuesday,Spring,Credit Card,Mobile,128.07,151.02,39.6,5,0.0,3.8,13.0,0.011,4,329.0,7.02,3.0,1,1,0,389.63
TXN-0009562,Fashion,Accessories,Premium,Loyal,North America,Email,Friday,Fall,Credit Card,Mobile,146.36,160.02,5.6,4,544.61,3.6,33.0,0.181,23,456.0,4.74,3.0,1,0,1,962.66
TXN-0009563,Books,Fiction,Mid-Range,Loyal,Europe,Paid Search,Saturday,Summer,Buy Now Pay Later,Tablet,15.09,14.55,3.3,8,0.0,,0.0,,47,10.0,13.86,5.0,1,0,0,129.54
TXN-0009564,Books,Comics,Premium,New,Asia Pacific,Referral,Sunday,Spring,Debit Card,Mobile,61.72,56.23,0.0,4,410.01,4.5,13.0,0.088,48,438.0,10.09,0.0,0,0,0,310.36
TXN-0009565,Sports,Yoga,Premium,VIP,Asia Pacific,Direct,Monday,Winter,Buy Now Pay Later,Desktop,164.85,156.65,13.5,1,0.0,3.6,,0.265,7,472.0,19.5,1.0,1,0,0,170.66
TXN-0009566,Books,Academic,Budget,New,Asia Pacific,Direct,Sunday,Fall,Credit Card,Desktop,9.3,12.38,15.6,10,116.08,4.9,5.0,0.182,13,275.0,13.9,3.0,0,0,0,67.85
TXN-0009567,Electronics,Headphones,Budget,Returning,Latin America,Organic Search,Tuesday,Fall,Debit Card,Mobile,108.52,125.58,0.0,13,0.0,4.2,21.0,0.154,28,376.0,17.58,3.0,0,0,0,1393.82
TXN-0009568,Home & Garden,Decor,Mid-Range,Churned,Asia Pacific,Organic Search,Thursday,Winter,PayPal,Mobile,115.09,97.52,1.0,4,0.0,3.5,0.0,0.045,57,54.0,9.15,1.0,0,0,0,462.53
TXN-0009569,Toys,Dolls,Mid-Range,Churned,North America,Direct,Tuesday,Fall,PayPal,Desktop,47.85,46.84,0.0,1,136.39,3.7,36.0,0.025,36,758.0,14.61,2.0,0,0,0,79.46
TXN-0009570,Sports,Outdoor,Premium,New,Middle East,Email,Monday,Winter,Crypto,Mobile,153.25,154.86,2.6,3,0.0,4.7,17.0,0.118,42,337.0,20.88,2.0,0,0,0,435.95
TXN-0009571,Fashion,Women Clothing,Mid-Range,Loyal,North America,Organic Search,Saturday,Spring,Bank Transfer,Tablet,47.94,48.97,30.4,6,365.81,,33.0,0.223,24,,5.49,2.0,1,0,0,239.57
TXN-0009572,Electronics,Gaming,Mid-Range,Loyal,Europe,Social Media,Sunday,Winter,PayPal,Desktop,190.92,172.08,28.3,7,87.31,,21.0,0.045,37,523.0,13.73,,1,1,1,1303.76
TXN-0009573,Automotive,Tools,Premium,New,Europe,Referral,Tuesday,Winter,Credit Card,Mobile,209.64,254.65,9.9,5,322.54,,9.0,0.209,42,294.0,7.69,4.0,0,0,0,971.91
TXN-0009574,Jewelry,Bracelets,Premium,New,North America,Social Media,Friday,Fall,Bank Transfer,Mobile,543.27,539.82,31.8,12,0.0,4.1,31.0,0.035,9,1471.0,9.81,3.0,0,0,0,4440.22
TXN-0009575,Food & Grocery,Snacks,Premium,New,South Asia,Social Media,Thursday,Winter,Bank Transfer,Desktop,39.96,25.31,8.6,7,0.0,4.4,6.0,0.208,22,51.0,19.49,3.0,0,0,0,231.92
TXN-0009576,Sports,Outdoor,Mid-Range,VIP,North America,Organic Search,Tuesday,Winter,Crypto,Desktop,52.93,65.79,9.3,4,0.0,3.6,61.0,0.226,24,850.0,8.65,3.0,1,0,0,237.69
TXN-0009577,Beauty,Haircare,Luxury,Loyal,Europe,Paid Search,Wednesday,Spring,Crypto,Desktop,292.12,303.68,2.6,3,0.0,4.3,11.0,0.081,14,307.0,11.24,1.0,1,0,1,1566.83
TXN-0009578,Electronics,Laptops,Budget,Loyal,Europe,Social Media,Sunday,Fall,Debit Card,Mobile,97.29,108.28,14.2,7,0.0,4.2,17.0,0.094,10,770.0,18.79,2.0,1,0,0,592.81
TXN-0009579,Sports,Team Sports,Mid-Range,VIP,North America,Direct,Friday,Fall,Credit Card,Mobile,98.93,,0.0,2,102.0,4.0,80.0,0.189,25,,8.09,1.0,1,1,0,221.91
TXN-0009580,Automotive,Safety,Budget,Returning,Middle East,Social Media,Sunday,Summer,Credit Card,Mobile,34.3,,1.8,8,0.0,3.9,17.0,0.022,27,268.0,16.98,2.0,0,0,0,257.03
TXN-0009581,Food & Grocery,Pantry,Mid-Range,New,Asia Pacific,Social Media,Thursday,Winter,Debit Card,Mobile,28.66,27.11,1.0,8,288.55,3.4,0.0,0.073,15,269.0,14.69,,0,0,0,231.53
TXN-0009582,Automotive,Safety,Luxury,New,Asia Pacific,Social Media,Monday,Fall,Credit Card,Mobile,699.42,737.52,2.5,6,0.0,4.6,43.0,0.018,29,718.0,22.99,3.0,0,0,0,4089.44
TXN-0009583,Home & Garden,Garden Tools,Budget,New,Middle East,Organic Search,Sunday,Fall,Bank Transfer,Mobile,48.78,67.32,9.5,6,103.85,2.8,59.0,0.126,36,539.0,14.87,3.0,0,0,0,262.64
TXN-0009584,Jewelry,Earrings,Budget,Loyal,Middle East,Paid Search,Saturday,Fall,Debit Card,Mobile,148.1,157.37,1.0,9,0.0,4.3,2.0,0.15,16,577.0,14.31,3.0,1,0,0,1299.71
TXN-0009585,Fashion,Bags,Mid-Range,Loyal,North America,Paid Search,Tuesday,Summer,Debit Card,Mobile,81.18,59.13,6.2,17,71.85,4.1,29.0,0.067,27,336.0,11.73,3.0,1,0,0,1290.19
TXN-0009586,Fashion,Bags,Mid-Range,New,Asia Pacific,Affiliate,Thursday,Fall,PayPal,Mobile,76.1,,7.1,8,0.0,,,0.031,14,27.0,9.74,4.0,0,0,0,572.43
TXN-0009587,Sports,Fitness Equipment,Premium,Loyal,Europe,Organic Search,Saturday,Fall,Credit Card,Mobile,278.63,280.26,0.0,8,0.0,4.3,0.0,0.04,22,320.0,9.55,5.0,1,0,0,2249.9
TXN-0009588,Fashion,Accessories,Budget,Returning,Africa,Social Media,Monday,Winter,Bank Transfer,Mobile,37.37,44.17,1.1,1,0.0,4.2,0.0,0.29,33,186.0,21.88,2.0,0,0,0,51.85
TXN-0009589,Automotive,Electronics,Mid-Range,Loyal,Asia Pacific,Paid Search,Friday,Summer,Credit Card,Mobile,133.46,120.07,16.0,10,270.12,4.4,39.0,0.036,10,720.0,9.08,1.0,1,0,0,1137.8
TXN-0009590,Sports,Fitness Equipment,Mid-Range,Returning,Europe,Organic Search,Wednesday,Summer,Credit Card,Desktop,94.26,101.6,1.1,5,0.0,4.0,0.0,0.067,15,36.0,16.39,5.0,0,0,0,474.16
TXN-0009591,Fashion,Footwear,Budget,Loyal,North America,Email,Friday,Spring,PayPal,Mobile,63.12,75.87,0.0,15,0.0,3.5,9.0,0.104,26,360.0,9.75,2.0,1,0,0,927.58
TXN-0009592,Electronics,Smart Home,Mid-Range,Loyal,North America,Direct,Saturday,Fall,Bank Transfer,Mobile,329.75,276.83,0.0,4,0.0,4.3,10.0,0.248,23,137.0,6.4,5.0,1,0,0,1332.63
TXN-0009593,Fashion,Men Clothing,Mid-Range,Returning,Europe,Social Media,Monday,Fall,PayPal,Mobile,66.12,66.66,0.0,13,0.0,3.4,25.0,0.043,48,226.0,12.09,3.0,0,0,1,1009.42
TXN-0009594,Electronics,Tablets,Premium,Returning,Latin America,Direct,Wednesday,Summer,Credit Card,Mobile,407.19,461.05,27.3,6,0.0,4.6,12.0,0.029,24,118.0,15.42,6.0,0,0,0,1770.79
TXN-0009595,Automotive,Car Care,Mid-Range,New,Asia Pacific,Social Media,Tuesday,Winter,Credit Card,Mobile,82.55,,1.3,2,0.0,3.4,5.0,0.04,34,393.0,27.89,2.0,0,0,0,157.07
