age,gender,education_level,city,company,job_role,industry_sector,employment_type,years_experience,annual_ctc,monthly_expenses,savings_balance,investments,loan_outstanding,emi_monthly,debt_to_income_ratio,credit_score,num_credit_cards,projects_completed,certifications,training_hours_yr,team_size_managed,remote_work_pct,overtime_hours_month,performance_score,promotion_eligible
42,Female,Bachelor,Chandigarh,GlobalLogic,Database Administrator,SaaS,Contract,18,1341614,60278,119368.0,30015.0,0.0,0,0.0,604,2,37,0,28.0,20.0,50,15,3.19,0
26,Female,Master,Aligarh,Coforge,Backend Developer,Defense,Contract,5,565638,16916,,393669.0,0.0,0,0.0,588,1,12,3,115.0,0.0,0,26,3.22,0
53,Male,High School,Srinagar,Infosys,Frontend Developer,E-commerce,Remote,30,2012220,87531,319458.0,23675.0,644356.0,12887,0.0769,736,3,57,2,109.0,,0,33,5.0,1
44,Male,Bachelor,Moradabad,Zensar Technologies,Project Manager,EdTech,Contract,24,1605751,44663,24863.0,370901.0,0.0,0,0.0,622,2,47,2,56.0,4.0,0,14,4.08,0
41,Female,Bachelor,Patna,BrowserStack,AI Researcher,Telecom,Hybrid,21,1521422,35631,392469.0,70641.0,1074590.0,21491,0.1695,705,3,41,4,81.0,13.0,100,30,3.82,0
51,Male,PhD,Raipur,Ola,Product Manager,HealthTech,Hybrid,27,2010389,83660,38973.0,11218.0,1337840.0,26756,0.1597,662,4,56,1,43.0,11.0,50,37,4.54,1
25,Male,Master,Howrah,PhonePe,Network Engineer,EdTech,Remote,1,327722,7951,1011077.0,2052.0,616068.0,12321,0.4511,493,3,3,1,78.0,0.0,0,8,1.77,0
26,Male,Bachelor,Hyderabad,Groww,Director of Engineering,Defense,Full-time,5,591539,17707,70577.0,,0.0,0,0.0,522,1,12,2,19.0,0.0,50,7,3.47,0
39,Male,Bachelor,Lucknow,TCS,Software Engineer,Defense,Full-time,16,1121739,33558,134473.0,,0.0,0,0.0,612,7,29,1,112.0,12.0,50,11,4.05,0
30,Male,Master,Moradabad,NIIT Technologies,ETL Developer,Telecom,Full-time,7,761465,27280,404874.0,210026.0,1390174.0,27803,0.4381,561,2,17,0,40.0,0.0,25,26,2.9,0
55,Male,Master,Siliguri,Mastek,Project Manager,Defense,Full-time,34,2294904,80716,37773.0,294290.0,622163.0,12443,0.0651,737,3,73,1,88.0,21.0,100,1,5.0,1
29,Male,Master,Jamnagar,Persistent Systems,ML Engineer,Defense,Remote,8,729984,20479,103583.0,22416.0,1325076.0,26501,0.4356,505,0,13,0,63.0,9.0,100,3,2.56,0
44,Male,Bachelor,Tiruppur,Cybage,QA Engineer,Government,Full-time,21,1543712,45364,42600.0,57292.0,902171.0,18043,0.1403,725,2,40,1,33.0,,75,31,4.2,0
23,Male,Master,Jaipur,Swiggy,Cloud Architect,Manufacturing,Hybrid,1,449975,19064,18763.0,37896.0,0.0,0,0.0,545,1,3,3,56.0,0.0,0,6,2.92,0
41,Female,Master,Noida,Intellect Design,Security Analyst,Consulting,Hybrid,21,1491963,35474,56081.0,113843.0,0.0,0,0.0,728,2,42,2,101.0,7.0,50,15,4.37,0
23,Female,Master,Nanded,Vedantu,Mobile Developer,HealthTech,Contract,2,489019,13354,16120.0,15033.0,0.0,0,0.0,590,4,2,1,107.0,,75,25,1.88,0
53,Male,Master,Jalgaon,Apexon,Solutions Architect,EdTech,Contract,30,1987650,75131,,10423.0,0.0,0,0.0,697,2,65,1,119.0,9.0,0,3,5.0,1
53,Male,PhD,Saharanpur,IBM India,AI Researcher,FinTech,Remote,33,2291673,64905,330576.0,43639.0,1962858.0,39257,0.2056,775,0,70,3,110.0,13.0,50,23,4.87,1
50,Female,Bachelor,Chennai,Postman,Data Scientist,Telecom,Full-time,26,1735513,46680,110817.0,6657.0,1658005.0,33160,0.2293,643,4,57,4,,9.0,75,31,4.97,1
46,Male,Master,Dehradun,Hexaware,AI Researcher,SaaS,Part-time,26,1841436,51453,14206.0,9428.0,1400461.0,28009,0.1825,714,0,50,3,25.0,13.0,50,36,5.0,1
29,Female,Bachelor,Kochi,Hexaware,ML Engineer,Manufacturing,Full-time,6,701650,32132,343545.0,19638.0,0.0,0,0.0,592,1,14,1,41.0,0.0,25,12,2.69,0
54,Male,Master,Solapur,Sigmoid Analytics,Engineering Manager,Defense,Part-time,30,2071122,67777,304669.0,9659.0,0.0,0,0.0,765,0,65,5,8.0,13.0,50,24,5.0,1
28,Male,Diploma,Ludhiana,Subex,Business Analyst,Consulting,Full-time,8,621487,26549,288252.0,3986.0,873310.0,17466,0.3372,623,1,15,2,72.0,24.0,50,36,3.32,0
42,Female,Diploma,Aurangabad,Intellect Design,Lead Engineer,EdTech,Contract,20,1284157,52214,150488.0,69692.0,1022665.0,20453,0.1911,672,0,41,1,46.0,3.0,0,23,3.91,0
49,Female,PhD,Bhopal,Razorpay,VP Engineering,Banking,Full-time,29,2033089,90789,6188.0,,1137301.0,22746,0.1343,705,2,57,4,34.0,7.0,100,2,4.55,1
24,Male,Bachelor,Tiruppur,Nagarro India,Data Scientist,SaaS,Remote,3,502248,15752,16567.0,7894.0,0.0,0,0.0,463,1,6,1,74.0,0.0,75,21,3.08,0
33,Male,Master,Jamnagar,Mastek,Software Engineer,EdTech,Full-time,10,907101,40024,440778.0,5000.0,1667767.0,33355,0.4413,656,5,20,2,103.0,23.0,100,38,2.61,0
31,Female,Master,Tiruchirappalli,Kellton Tech,Business Analyst,SaaS,Full-time,8,990848,42308,150416.0,24860.0,0.0,0,0.0,505,2,21,2,113.0,8.0,75,26,2.82,0
49,Female,Master,Navi Mumbai,Nihilent,System Architect,Consulting,Full-time,28,1950856,70082,130134.0,20627.0,79029.0,1580,0.0097,664,2,55,1,95.0,14.0,0,8,5.0,1
36,Female,PhD,Asansol,EXL Service,Frontend Developer,Manufacturing,Full-time,15,1250244,38368,12515.0,1070.0,0.0,0,0.0,622,1,33,1,71.0,20.0,50,11,3.12,0
36,Female,Master,Rajkot,PhonePe,Senior Software Engineer,Telecom,Remote,14,1167996,50138,80785.0,,0.0,0,0.0,632,2,28,1,18.0,18.0,50,34,4.06,0
30,Male,Diploma,Kalyan,Hexaware,Technical Lead,Manufacturing,Full-time,8,712819,28949,27967.0,2384.0,922674.0,18453,0.3106,488,1,15,1,9.0,19.0,50,39,3.43,0
39,Female,Diploma,Ajmer,Mastek,Business Analyst,Startup,Remote,18,1239741,55979,27553.0,24926.0,,24205,0.2343,573,4,36,1,78.0,6.0,50,21,3.35,0
55,Female,Bachelor,Varanasi,Infosys,Solutions Architect,EdTech,Hybrid,34,2136607,80621,146552.0,14262.0,,0,0.0,713,4,70,0,37.0,18.0,0,19,5.0,1
53,Male,Bachelor,Lucknow,Razorpay,AI Researcher,HealthTech,Full-time,30,2009703,86622,209825.0,244949.0,324065.0,6481,0.0387,812,5,58,0,40.0,,100,9,4.64,0
23,Male,Bachelor,Nagpur,InMobi,Senior Data Scientist,Manufacturing,Full-time,0,417077,10013,29175.0,45292.0,0.0,0,0.0,473,5,0,1,116.0,0.0,0,29,3.0,0
33,Male,Master,Agra,Zensar Technologies,DevOps Engineer,SaaS,Remote,13,995232,33270,10845.0,54531.0,134796.0,2695,0.0325,604,3,26,2,100.0,10.0,50,38,3.57,0
41,Male,Bachelor,Ranchi,Meesho,Engineering Manager,Government,Full-time,21,1436870,63914,6940.0,109194.0,242057.0,4841,0.0404,701,4,47,1,101.0,18.0,0,36,4.17,0
34,Female,Bachelor,Akola,Nielsen India,Cloud Architect,Government,Full-time,10,1103896,49429,126850.0,18549.0,0.0,0,0.0,646,5,23,1,10.0,20.0,50,4,3.52,0
55,Male,PhD,Loni,IBM India,Senior Data Scientist,HealthTech,Full-time,34,2307807,89781,1228320.0,109933.0,1512633.0,30252,0.1573,785,2,65,3,25.0,9.0,0,17,5.0,0
51,Female,Diploma,Saharanpur,Zensar Technologies,Test Automation Engineer,EdTech,Full-time,30,1855420,61106,632808.0,21016.0,0.0,0,0.0,784,3,60,1,95.0,16.0,0,35,4.65,1
36,Male,Bachelor,Jalgaon,Happiest Minds,DevOps Engineer,SaaS,Full-time,13,1047553,42412,57904.0,4160.0,1648987.0,32979,0.3778,537,2,27,1,28.0,11.0,25,7,4.19,1
41,Male,Diploma,Jamnagar,Wipro,Frontend Developer,Government,Hybrid,20,1343875,43821,37236.0,69406.0,393146.0,7862,0.0702,623,2,37,1,91.0,7.0,50,8,4.42,0
44,Female,Bachelor,Coimbatore,Sasken,Product Manager,Consulting,Remote,20,1360335,38758,65407.0,59673.0,0.0,0,0.0,722,0,42,3,21.0,12.0,50,31,5.0,1
55,Male,Master,Durgapur,Mphasis,Principal Engineer,Banking,Part-time,35,2166985,78882,5376.0,27300.0,1583244.0,31664,0.1753,773,5,72,3,9.0,23.0,100,29,4.84,1
35,Non-binary,Master,Vijayawada,Srijan Technologies,Mobile Developer,Startup,Full-time,12,1159038,29686,78479.0,,550965.0,11019,0.1141,661,1,23,0,13.0,24.0,0,30,3.67,0
34,Male,Master,Ludhiana,Zoho,IT Consultant,Defense,Full-time,12,938683,38412,119308.0,173592.0,217862.0,4357,0.0557,611,3,29,3,45.0,17.0,50,19,4.05,0
43,Non-binary,Bachelor,Udaipur,Zetwerk,Solutions Architect,Government,Full-time,20,1412517,56467,97560.0,122540.0,613837.0,12276,0.1043,625,5,39,1,82.0,16.0,50,29,3.95,0
55,Male,Bachelor,Meerut,Nihilent,Solutions Architect,FinTech,Full-time,32,2044834,50152,179063.0,3030.0,549111.0,10982,0.0644,683,2,66,2,60.0,14.0,50,25,5.0,1
50,Female,Master,Dhanbad,ThoughtWorks India,Business Analyst,Manufacturing,Full-time,27,1898621,86482,43857.0,46519.0,1058331.0,21166,0.1338,667,1,57,5,8.0,7.0,75,19,3.97,0
43,Female,Bachelor,Jalgaon,Druva,QA Engineer,Consulting,Hybrid,19,1431172,51761,23183.0,35051.0,379346.0,7586,0.0636,586,4,35,0,35.0,9.0,50,12,3.41,0
33,Male,Diploma,Gulbarga,Trigent,ETL Developer,Manufacturing,Full-time,11,917648,28282,378574.0,21628.0,0.0,0,0.0,536,1,23,2,66.0,6.0,50,31,2.96,0
26,Male,Master,Jamshedpur,TCS,Security Analyst,Government,Hybrid,3,560896,17792,26527.0,77616.0,848102.0,16962,0.3629,455,0,11,4,75.0,0.0,50,25,2.34,0
37,Female,Master,Aligarh,CleverTap,Test Automation Engineer,Consulting,Full-time,15,1246382,46906,,49921.0,1316343.0,26326,0.2535,683,2,34,2,34.0,9.0,100,12,3.92,0
40,Male,Diploma,Malegaon,Coforge,IT Consultant,Startup,Full-time,19,1357975,35629,479249.0,31446.0,0.0,0,0.0,631,0,35,3,,21.0,75,18,4.69,1
23,Female,Master,Solapur,Zoho,VP Engineering,FinTech,Contract,0,541699,14012,34839.0,30753.0,0.0,0,0.0,469,2,5,0,10.0,0.0,75,0,2.31,0
56,Female,Bachelor,Hyderabad,Sonata Software,Data Scientist,E-commerce,Full-time,35,2383537,58667,35030.0,68450.0,0.0,0,0.0,720,2,68,0,49.0,9.0,100,15,4.73,0
23,Male,Bachelor,Udaipur,Nielsen India,Scrum Master,Banking,Contract,2,417763,11498,58983.0,7398.0,1365437.0,27308,0.7844,471,3,8,2,104.0,0.0,0,0,1.5,0
34,Female,Bachelor,Kochi,Unacademy,Business Analyst,Banking,Contract,11,819155,27436,12725.0,11308.0,0.0,0,0.0,654,3,24,2,81.0,19.0,75,20,3.73,0
41,Male,Master,Indore,Genpact,VP Engineering,HealthTech,Full-time,17,1385914,43402,14072.0,12362.0,94579.0,1891,0.0164,656,1,34,4,,12.0,50,36,4.0,0
30,Male,Bachelor,Asansol,Tata Elxsi,Solutions Architect,Banking,Full-time,8,734110,33118,93940.0,52656.0,476717.0,9534,0.1558,498,2,20,1,15.0,10.0,0,3,2.63,0
27,Male,Master,Moradabad,KPIT Technologies,Director of Engineering,Manufacturing,Full-time,4,654137,29044,18740.0,2709.0,1208489.0,24169,0.4434,566,5,12,0,9.0,0.0,50,33,2.46,0
57,Female,Bachelor,Patna,KPIT Technologies,Software Engineer,Startup,Hybrid,33,2066264,72992,67070.0,50210.0,0.0,0,0.0,798,2,70,0,110.0,,0,19,5.0,1
38,Female,Diploma,Aligarh,CRED,Frontend Developer,Consulting,Full-time,18,1403143,56378,12851.0,140838.0,0.0,0,0.0,624,2,33,2,88.0,15.0,75,7,3.38,0
42,Male,Master,Thiruvananthapuram,Mphasis,Database Administrator,Consulting,Remote,22,1553166,53938,46765.0,192361.0,794597.0,15891,0.1228,621,2,41,2,35.0,24.0,25,1,4.21,0
27,Male,Bachelor,Jamnagar,Cybage,Principal Engineer,Defense,Full-time,6,503367,15614,20033.0,12956.0,1290708.0,25814,0.6154,597,4,12,1,40.0,,0,12,2.28,0
56,Male,Bachelor,Amravati,Cyient,Scrum Master,Consulting,Contract,35,2339999,101799,108326.0,201809.0,0.0,0,0.0,803,1,71,0,51.0,9.0,75,7,4.72,0
38,Female,Bachelor,Patna,Unacademy,Business Analyst,SaaS,Full-time,16,1211771,39190,29962.0,37204.0,208815.0,4176,0.0414,566,3,34,1,77.0,3.0,75,14,3.61,0
41,Male,Bachelor,Jalandhar,BrowserStack,Backend Developer,Defense,Full-time,19,1388353,59209,143923.0,8088.0,877569.0,17551,0.1517,662,1,38,0,117.0,3.0,100,32,3.86,0
42,Male,Bachelor,Madurai,Tata Elxsi,Mobile Developer,Consulting,Full-time,19,1360810,46695,190418.0,54182.0,0.0,0,0.0,603,0,40,3,61.0,9.0,75,21,4.42,0
39,Female,Bachelor,Cuttack,Accenture India,Senior Software Engineer,Consulting,Full-time,15,1182169,30772,,9021.0,937518.0,18750,0.1903,608,6,33,3,28.0,24.0,50,36,2.83,0
56,Male,Master,Aurangabad,Sigmoid Analytics,Lead Engineer,EdTech,Remote,32,2110027,81377,33806.0,44630.0,1468518.0,29370,0.167,734,2,67,2,20.0,6.0,50,25,4.65,0
54,Male,Bachelor,Bhubaneswar,Cyient DLM,AI Researcher,FinTech,Full-time,32,2129347,81647,202787.0,7057.0,1169270.0,23385,0.1318,682,3,65,3,57.0,22.0,50,5,4.58,0
42,Female,Bachelor,Ludhiana,Postman,Engineering Manager,SaaS,Full-time,20,1423734,52556,18208.0,16575.0,62397.0,1247,0.0105,634,8,45,1,114.0,9.0,50,9,4.29,0
54,Male,Master,Tiruchirappalli,CleverTap,Engineering Manager,Manufacturing,Contract,33,2339602,99470,98078.0,150560.0,0.0,0,0.0,787,5,65,1,40.0,16.0,25,21,4.7,1
44,Female,Master,Patna,Zerodha,Technical Lead,Defense,Full-time,22,1725784,43865,299866.0,3612.0,761530.0,15230,0.1059,716,4,44,1,,2.0,25,11,4.72,1
34,Male,Bachelor,Saharanpur,Uniphore,QA Engineer,Consulting,Full-time,14,986574,31346,22709.0,40353.0,0.0,0,0.0,655,1,33,3,59.0,17.0,100,26,3.15,0
55,Male,Master,Ajmer,Xoriant,Technical Lead,EdTech,Full-time,31,1919989,70867,173370.0,2749.0,112213.0,2244,0.014,692,2,63,3,75.0,16.0,0,23,4.35,1
54,Female,Bachelor,Udaipur,Mindtree,ML Engineer,HealthTech,Hybrid,31,2014271,55266,372319.0,,666009.0,13320,0.0794,736,3,67,3,112.0,23.0,50,22,4.7,0
34,Female,Master,Akola,Cognizant,Software Engineer,Defense,Hybrid,13,1135661,29344,13938.0,123179.0,0.0,0,0.0,667,3,26,2,88.0,3.0,75,4,3.62,0
57,Male,Master,Jhansi,Datavail Infotech,Software Engineer,Consulting,Full-time,35,2327069,85026,54758.0,18659.0,1724908.0,34498,0.1779,754,5,70,1,1.0,16.0,75,34,4.29,1
37,Male,Master,Bhiwandi,Mastek,ETL Developer,Startup,Part-time,15,1262660,51594,26711.0,4742.0,,34756,0.3303,577,2,32,0,64.0,11.0,50,16,3.56,0
34,Male,Master,Howrah,Cyient DLM,Senior Software Engineer,Startup,Full-time,12,1046870,28638,21250.0,5052.0,1110281.0,22205,0.2545,663,1,21,2,59.0,22.0,100,38,3.48,0
29,Male,Bachelor,Kota,Zomato,Project Manager,Manufacturing,Full-time,9,828259,29624,3057.0,1422.0,1085288.0,21705,0.3145,538,4,22,2,108.0,20.0,100,10,2.4,0
57,Female,PhD,Loni,Capgemini India,Director of Engineering,Telecom,Full-time,33,2370825,85011,197151.0,115237.0,1907273.0,38145,0.1931,753,0,71,5,26.0,22.0,0,18,4.7,1
25,Female,Bachelor,Tiruchirappalli,Kellton Tech,System Architect,HealthTech,Full-time,1,292291,10708,70117.0,23813.0,1790818.0,35816,1.4704,481,4,0,2,106.0,0.0,75,13,1.0,0
27,Non-binary,Master,Bhiwandi,Robosoft,Business Analyst,Telecom,Full-time,7,633246,22843,133482.0,13087.0,,0,0.0,555,1,12,4,53.0,0.0,25,34,3.9,0
30,Male,Master,Ranchi,Wipro,Senior Software Engineer,Manufacturing,Full-time,10,931493,33113,352543.0,7268.0,0.0,0,0.0,660,0,17,4,92.0,7.0,25,27,4.17,0
30,Male,Bachelor,Tiruppur,Mastek,Data Analyst,Banking,Remote,9,727956,24584,33434.0,5065.0,0.0,0,0.0,589,5,23,3,73.0,22.0,50,31,3.26,0
25,Female,PhD,Aligarh,HCL Technologies,Lead Engineer,EdTech,Remote,3,684618,21108,80938.0,20517.0,85194.0,1703,0.0299,463,4,3,0,51.0,,100,15,2.22,0
28,Male,Bachelor,Mysuru,Geometric,System Architect,Defense,Remote,8,733344,29706,154898.0,52079.0,173076.0,3461,0.0566,596,0,16,3,73.0,7.0,0,17,3.68,0
38,Male,Bachelor,Pune,Capgemini India,Frontend Developer,Government,Full-time,16,1031661,45655,105987.0,83774.0,1757978.0,35159,0.409,701,2,33,0,50.0,18.0,50,26,3.92,0
48,Male,Diploma,Guwahati,Razorpay,Project Manager,Telecom,Hybrid,27,1877696,78123,108965.0,7413.0,1961082.0,39221,0.2507,697,0,57,1,21.0,17.0,50,38,4.41,1
30,Male,Bachelor,Jamshedpur,Mastek,Test Automation Engineer,Defense,Full-time,9,765144,19468,6531.0,18485.0,0.0,0,0.0,579,2,22,2,45.0,8.0,0,20,3.47,0
55,Female,High School,Meerut,Subex,AI Researcher,Telecom,Part-time,32,1997350,54717,114005.0,7123.0,1757485.0,35149,0.2112,820,1,62,2,24.0,11.0,50,17,5.0,1
22,Female,Bachelor,Chandigarh,Tech Mahindra,QA Engineer,SaaS,Full-time,0,535656,18883,27173.0,54483.0,226593.0,4531,0.1015,555,0,0,2,27.0,0.0,0,12,2.29,0
29,Male,Master,Kolhapur,Trigent,IT Consultant,Defense,Full-time,9,838338,31011,14050.0,,0.0,0,0.0,622,1,19,2,90.0,14.0,50,7,3.45,0
46,Male,Bachelor,Gurgaon,Druva,ETL Developer,Defense,Full-time,24,1599000,60138,86983.0,66320.0,1846344.0,36926,0.2771,688,3,45,3,10.0,7.0,25,36,3.97,0
42,Male,Master,Kanpur,Vedantu,System Architect,E-commerce,Full-time,22,1409604,35401,521796.0,21625.0,322949.0,6458,0.055,666,1,49,1,69.0,19.0,75,5,4.75,1
48,Female,Master,Dehradun,Mastek,Full Stack Developer,EdTech,Part-time,25,1890071,69234,166641.0,73873.0,1912485.0,38249,0.2428,726,4,51,3,60.0,,100,25,4.84,1
28,Female,Bachelor,Kalyan,NIIT Technologies,Principal Engineer,Defense,Contract,7,664372,25980,155024.0,,0.0,0,0.0,575,4,15,2,110.0,0.0,0,10,2.91,0
49,Male,Bachelor,Ahmedabad,IBM India,Test Automation Engineer,Banking,Full-time,28,1872261,74807,176565.0,,414847.0,8296,0.0532,684,1,57,2,82.0,19.0,0,38,4.47,0
51,Non-binary,Bachelor,Ajmer,PhonePe,Test Automation Engineer,Defense,Full-time,29,1947974,73843,546376.0,4719.0,0.0,0,0.0,715,3,61,5,5.0,22.0,75,19,4.58,1
33,Female,Master,Kalyan,Meesho,Scrum Master,SaaS,Contract,11,1014620,30888,101130.0,,1193734.0,23874,0.2824,557,1,19,1,,21.0,100,7,2.62,0
49,Male,Master,Jalandhar,Quick Heal,Backend Developer,Defense,Remote,26,1913641,79863,105446.0,470.0,550401.0,11008,0.069,657,2,52,1,69.0,22.0,75,17,4.26,1
52,Female,Bachelor,Rajkot,Cyient,Principal Engineer,HealthTech,Contract,30,1843477,54759,82672.0,11593.0,0.0,0,0.0,775,3,60,1,43.0,19.0,100,29,5.0,1
56,Male,Bachelor,Jaipur,Groww,Frontend Developer,Government,Remote,35,2171174,88555,33031.0,58005.0,0.0,0,0.0,808,5,73,2,18.0,23.0,50,37,5.0,1
39,Female,PhD,Gurgaon,Razorpay,Database Administrator,Telecom,Full-time,15,1341245,57544,24718.0,13437.0,1863333.0,37266,0.3334,681,1,35,0,89.0,3.0,50,14,3.54,0
41,Male,Master,Jabalpur,Birlasoft,Network Engineer,Manufacturing,Hybrid,17,1370434,52987,24788.0,3156.0,1509148.0,30182,0.2643,562,0,37,1,86.0,17.0,0,8,3.43,0
44,Male,Master,Jamnagar,Accenture India,Database Administrator,FinTech,Full-time,20,1533160,36927,78882.0,12473.0,1870468.0,37409,0.2928,589,2,45,2,46.0,13.0,50,9,3.91,0
38,Male,Master,Chennai,Accenture India,Mobile Developer,Government,Full-time,17,1355030,56229,53542.0,170172.0,1744487.0,34889,0.309,585,3,38,4,27.0,23.0,0,25,2.86,0
48,Female,Bachelor,Nashik,Uniphore,Test Automation Engineer,Startup,Full-time,24,1664787,49675,48049.0,50311.0,560875.0,11217,0.0809,626,1,50,5,77.0,12.0,100,10,4.16,1
23,Male,PhD,Bhubaneswar,Wipro,Technical Lead,Consulting,Full-time,2,557484,23826,87182.0,159437.0,1107841.0,22156,0.4769,594,0,4,3,51.0,0.0,75,31,2.16,0
37,Male,Bachelor,Loni,Chargebee,Software Engineer,SaaS,Full-time,13,1072537,27648,13486.0,,1591314.0,31826,0.3561,658,3,23,5,87.0,20.0,0,17,3.33,0
36,Female,Bachelor,Moradabad,Freshworks,Lead Engineer,HealthTech,Hybrid,13,1113411,46336,114757.0,1591.0,0.0,0,0.0,546,4,28,1,27.0,9.0,100,11,3.39,0
57,Female,Master,Guwahati,Zoho,Database Administrator,SaaS,Contract,35,2353673,80207,50316.0,11121.0,1252855.0,25057,0.1278,705,1,74,3,115.0,19.0,100,36,5.0,1
54,Female,Bachelor,Lucknow,ThoughtWorks India,Business Analyst,Telecom,Hybrid,30,1891132,63746,39848.0,14546.0,0.0,0,0.0,769,1,59,3,28.0,9.0,0,18,5.0,1
22,Female,Diploma,Jodhpur,Zensar Technologies,Frontend Developer,EdTech,Hybrid,0,218776,5674,29247.0,34655.0,1210494.0,24209,1.3279,445,1,3,0,14.0,0.0,0,6,1.0,0
34,Male,High School,Aligarh,Zetwerk,Database Administrator,Consulting,Hybrid,10,786746,28915,37598.0,47731.0,0.0,0,0.0,598,2,23,2,18.0,19.0,0,5,4.29,0
33,Male,Master,Gwalior,PhonePe,ETL Developer,Telecom,Full-time,12,989215,39941,56770.0,37846.0,853729.0,17074,0.2071,530,2,24,1,102.0,14.0,75,36,3.31,0
25,Female,Diploma,Vijayawada,Robosoft,Senior Software Engineer,HealthTech,Hybrid,1,261485,11675,11564.0,21053.0,1638448.0,32768,1.5038,578,2,5,2,6.0,0.0,50,9,1.0,0
33,Male,Diploma,Akola,Trigent,ETL Developer,Defense,Full-time,10,744849,27030,7725.0,28116.0,0.0,0,0.0,548,5,23,2,85.0,11.0,100,28,3.84,0
42,Female,Bachelor,Jaipur,NIIT Technologies,Cloud Architect,SaaS,Contract,21,1527547,39497,7428.0,7629.0,1402481.0,28049,0.2203,710,1,47,7,92.0,22.0,0,36,3.69,0
54,Female,High School,Ranchi,Intellect Design,Mobile Developer,Startup,Full-time,34,2082604,76697,378759.0,177209.0,0.0,0,0.0,799,6,65,0,44.0,10.0,0,22,5.0,0
48,Male,Bachelor,Ajmer,L&T Infotech,Cloud Architect,Telecom,Remote,27,1717144,45381,101257.0,2763.0,1501087.0,30021,0.2098,741,1,59,0,12.0,18.0,75,6,4.09,0
25,Female,Master,Siliguri,Net Solutions,BI Developer,SaaS,Full-time,4,608384,23373,172334.0,8562.0,433615.0,8672,0.171,500,2,11,0,29.0,0.0,100,10,2.72,0
42,Female,Bachelor,Aligarh,ThoughtWorks India,Data Scientist,Consulting,Part-time,20,1395350,60037,,3586.0,0.0,0,0.0,710,3,37,3,14.0,3.0,50,7,4.31,0
46,Male,PhD,Saharanpur,Mindtree,Network Engineer,Banking,Contract,25,1967269,72893,38145.0,63888.0,387422.0,7748,0.0473,709,2,52,5,11.0,7.0,75,9,4.31,1
43,Female,PhD,Hyderabad,Firstsource,Project Manager,Startup,Remote,21,1589517,39385,,12218.0,1362516.0,27250,0.2057,666,3,42,3,92.0,22.0,50,10,3.53,0
32,Female,Master,Srinagar,CleverTap,Database Administrator,SaaS,Full-time,11,914839,31987,33009.0,37509.0,215940.0,4318,0.0566,523,2,23,1,53.0,19.0,100,14,3.59,0
36,Male,Master,Madurai,Kellton Tech,Project Manager,Consulting,Full-time,16,1409147,38834,19279.0,33710.0,1842814.0,36856,0.3139,642,2,37,3,82.0,6.0,0,3,3.67,0
48,Male,Diploma,Amravati,Uniphore,ML Engineer,HealthTech,Hybrid,24,1591626,64696,40105.0,26943.0,0.0,0,0.0,754,1,47,2,112.0,3.0,0,19,5.0,0
57,Male,Bachelor,Thiruvananthapuram,Zomato,Product Manager,HealthTech,Remote,35,2218574,82821,121662.0,7051.0,1995144.0,39902,0.2158,796,1,75,0,94.0,3.0,75,3,5.0,1
47,Female,Bachelor,Firozabad,Happiest Minds,Product Manager,FinTech,Hybrid,23,1555285,42691,86580.0,12490.0,0.0,0,0.0,637,1,44,1,30.0,19.0,75,33,3.94,0
39,Male,PhD,Hubballi,BrowserStack,Test Automation Engineer,EdTech,Full-time,16,1260847,41046,296183.0,,0.0,0,0.0,592,1,32,2,28.0,,75,13,4.09,0
38,Female,Master,Malegaon,Robosoft,ML Engineer,Defense,Full-time,16,1016217,35649,14700.0,,0.0,0,0.0,637,2,30,1,98.0,15.0,25,34,4.04,0
25,Male,Diploma,Varanasi,WNS Global,Network Engineer,Defense,Full-time,4,640922,16024,47517.0,,1703468.0,34069,0.6379,494,0,12,5,12.0,0.0,0,35,1.63,0
52,Male,Diploma,Aurangabad,Nielsen India,Solutions Architect,Consulting,Contract,32,2097636,78998,96820.0,4324.0,755620.0,15112,0.0865,822,2,68,3,20.0,6.0,0,36,4.75,0
22,Male,Bachelor,Bhilai,Zerodha,Engineering Manager,EdTech,Contract,0,338695,8529,52715.0,25668.0,0.0,0,0.0,485,3,1,6,32.0,0.0,100,36,2.75,0
30,Female,Bachelor,Tiruchirappalli,Tech Mahindra,Mobile Developer,FinTech,Hybrid,10,900398,37855,144533.0,4287.0,705502.0,14110,0.188,531,3,22,0,4.0,6.0,0,6,2.97,0
30,Male,Master,Kanpur,Razorpay,Cloud Architect,Startup,Remote,9,804164,27048,30919.0,,0.0,0,0.0,632,2,20,2,114.0,7.0,100,25,4.23,0
55,Male,Bachelor,Dehradun,ThoughtWorks India,Data Scientist,EdTech,Remote,35,2175145,75588,19520.0,21422.0,0.0,0,0.0,783,3,72,0,70.0,24.0,50,1,5.0,1
29,Non-binary,Bachelor,Noida,Cyient,Technical Lead,Startup,Full-time,7,821227,32859,171495.0,23101.0,516564.0,10331,0.151,618,3,16,1,115.0,0.0,100,21,3.91,0
44,Male,Bachelor,Tiruchirappalli,InMobi,Project Manager,EdTech,Full-time,21,1366768,52088,13774.0,,1961613.0,39232,0.3445,636,3,39,3,16.0,24.0,75,39,4.68,0
54,Female,Bachelor,Gorakhpur,Druva,ETL Developer,Defense,Hybrid,34,2153297,88773,,385.0,0.0,0,0.0,805,5,69,4,83.0,16.0,50,27,5.0,1
